Date/Time,Electricity:Facility [J](Zone Timestep),Gas:Facility [J](Zone Timestep)
 07/20  21:00:00,4115137.3718047943,2756647.558564338
 07/20  22:00:00,4697374.055971058,2561787.7709631617
 07/20  23:00:00,3919202.5683027897,2233056.3529803082
 07/20  24:00:00,2866536.71581921,1833048.0007144716
 07/21  01:00:00,1782628.3190053576,1370042.8936229127
 07/21  02:00:00,1405292.6231022403,1437769.0942247033
 07/21  03:00:00,1270407.1329024024,2519576.1017296137
 07/21  04:00:00,1274235.1880211723,3810411.1427971665
 07/21  05:00:00,1298693.039609973,5152006.501550529
 07/21  06:00:00,1392868.0657317357,4955075.957589925
 07/21  07:00:00,1704491.8432719756,2282321.159159734
 07/21  08:00:00,2313272.0903341006,3015331.0331157725
 07/21  09:00:00,2160431.99678251,3185846.017234672
 07/21  10:00:00,3609493.1186403134,3031490.591879495
 07/21  11:00:00,6055074.405791447,2742531.4195424486
 07/21  12:00:00,8857455.256892804,2431242.357167678
 07/21  13:00:00,9945957.337132363,2161639.5925868386
 07/21  14:00:00,10994187.88662528,1970091.1406401256
 07/21  15:00:00,11796155.641741237,1822880.981843486
 07/21  16:00:00,10225291.821475869,1765629.910016889
 07/21  17:00:00,8999011.139323277,1865239.7898213156
 07/21  18:00:00,2862605.5839956063,2147631.7055496485
 07/21  19:00:00,3157279.5549490843,2518537.0267522605
 07/21  20:00:00,3469808.8724547643,2747358.419956464
 07/21  21:00:00,4115137.3718047943,2747797.100700005
 07/21  22:00:00,4697374.055971058,2558727.1222493895
 07/21  23:00:00,3919202.5683027897,2233429.9210688663
 07/21  24:00:00,2866536.71581921,1840894.6930470306
 07/22  01:00:00,1808989.773168012,1382216.6145733057
 07/22  02:00:00,1459007.4812155662,2427445.401923647
 07/22  03:00:00,1310545.7400765612,3293132.542531333
 07/22  04:00:00,1291129.7415739535,4103970.0620106976
 07/22  05:00:00,1316077.5631374302,5324749.266607694
 07/22  06:00:00,1430689.951546558,5501011.942356126
 07/22  07:00:00,1786392.057961166,3297869.81883326
 07/22  08:00:00,2398971.8399054063,3021150.063589691
 07/22  09:00:00,2290273.1890875567,3200681.9928633315
 07/22  10:00:00,2152415.466669644,3035194.114811444
 07/22  11:00:00,3568891.0873930478,2739793.3235927047
 07/22  12:00:00,4783811.139942801,2428663.917018653
 07/22  13:00:00,3731660.8896350022,2159438.1714414507
 07/22  14:00:00,2928008.605188806,1968174.3711150961
 07/22  15:00:00,2367915.7780436766,1821179.734679132
 07/22  16:00:00,2110971.585633272,1764011.8430652118
 07/22  17:00:00,2388956.3552654535,1870673.337928868
 07/22  18:00:00,3001197.8379178355,2155428.693288934
 07/22  19:00:00,3293496.6075919876,2530528.9123769957
 07/22  20:00:00,3608895.7610951765,2779085.237782481
 07/22  21:00:00,4254019.523372513,2778729.9761868515
 07/22  22:00:00,4903792.262915401,4306924.496428389
 07/22  23:00:00,4167307.3268515547,5805990.528092158
 07/22  24:00:00,3144596.3478990286,7488137.233326854
 07/23  01:00:00,2092333.7354717925,8780824.171780478
 07/23  02:00:00,1744265.1242604004,9876338.471560098
 07/23  03:00:00,1611760.2317385662,11155689.66747795
 07/23  04:00:00,1599344.559514384,12149265.397536345
 07/23  05:00:00,1601081.9072704362,12764057.193114491
 07/23  06:00:00,1711853.1374944146,12839490.502246626
 07/23  07:00:00,2147101.62183013,12711513.447242346
 07/23  08:00:00,2705047.171209676,11022226.992890175
 07/23  09:00:00,2531908.3031592327,9537995.695904477
 07/23  10:00:00,2310575.909682503,7212472.975584922
 07/23  11:00:00,2276697.9058601726,4664881.330873593
 07/23  12:00:00,2272333.043629735,2485059.0642942674
 07/23  13:00:00,2185699.2382564805,2215408.2381043676
 07/23  14:00:00,2154743.3210361972,2788896.285428267
 07/23  15:00:00,2146111.33599172,3719818.357798227
 07/23  16:00:00,2186929.9093152634,4276497.88505051
 07/23  17:00:00,2518556.361768105,5304373.933679554
 07/23  18:00:00,3225924.6082471623,8063732.826005356
 07/23  19:00:00,3524797.7444390412,8599286.75836806
 07/23  20:00:00,3906085.813615924,10553567.867853386
 07/23  21:00:00,4583566.449996319,11384845.98144139
 07/23  22:00:00,5227131.093386985,12745638.767456634
 07/23  23:00:00,4461546.870429943,13484599.471879693
 07/23  24:00:00,3414518.9126032135,14532532.12942286
 07/24  01:00:00,2320378.840039395,15420821.009641066
 07/24  02:00:00,2010579.4836683157,17241242.08933968
 07/24  03:00:00,1872951.5186983806,18247330.2207799
 07/24  04:00:00,1881190.6719791386,19653488.616731234
 07/24  05:00:00,1883617.0542287047,20419646.62023559
 07/24  06:00:00,1996214.1287556668,20701908.080491863
 07/24  07:00:00,2470348.333546056,22269005.16045866
 07/24  08:00:00,2993912.669124445,20796650.50924678
 07/24  09:00:00,2756583.3290235377,18788775.241775826
 07/24  10:00:00,2452633.6524905255,15589471.073478268
 07/24  11:00:00,2415829.2728040814,13531103.011883985
 07/24  12:00:00,2364392.380764604,10239961.48056601
 07/24  13:00:00,2270616.0334595507,9306840.78114274
 07/24  14:00:00,2218497.23446382,8890689.247089066
 07/24  15:00:00,2181797.4199228743,8407568.491184926
 07/24  16:00:00,2199442.2852694686,8619551.549603675
 07/24  17:00:00,2498944.9875911106,8438816.08125629
 07/24  18:00:00,3150810.8580152174,9718797.969422983
 07/24  19:00:00,3430006.287374489,9678230.160343714
 07/24  20:00:00,3802264.6278480045,11471413.495765133
 07/24  21:00:00,4502617.908540934,12894431.308395486
 07/24  22:00:00,5119879.051598233,13608762.214172104
 07/24  23:00:00,4376476.484816228,14187884.412301887
 07/24  24:00:00,3350974.1999400947,14488132.574403305
 07/25  01:00:00,2294851.061743753,14753566.528939456
 07/25  02:00:00,1919845.4109963682,14872307.595600426
 07/25  03:00:00,1758418.198539308,15257350.918375012
 07/25  04:00:00,1735134.8528791429,15840694.039640551
 07/25  05:00:00,1767237.2972417956,17381414.300281905
 07/25  06:00:00,1835563.5389893625,16507535.578772444
 07/25  07:00:00,2191315.5657624644,14983257.371040404
 07/25  08:00:00,2682538.234422905,12665720.691689428
 07/25  09:00:00,2377756.317798911,8896813.996603286
 07/25  10:00:00,1996547.8923571473,3680943.7315461277
 07/25  11:00:00,2004475.457601618,2780157.768059312
 07/25  12:00:00,2067243.178091588,2442391.526106568
 07/25  13:00:00,1998927.983004999,2175240.3890450904
 07/25  14:00:00,2116812.025700484,1966404.8570427238
 07/25  15:00:00,2750043.334433468,1816861.4022956733
 07/25  16:00:00,4857749.6814347645,1759523.8919321906
 07/25  17:00:00,4372069.246326815,1858648.5521146918
 07/25  18:00:00,5514546.58551769,2134200.67572771
 07/25  19:00:00,3211790.049797832,2497237.2890692796
 07/25  20:00:00,3469808.8724547643,2762345.9525772748
 07/25  21:00:00,4115137.3718047943,2751013.3769265534
 07/25  22:00:00,4697374.055971058,2550811.7687871153
 07/25  23:00:00,3919202.5683027897,2235052.3597393227
 07/25  24:00:00,2949039.458393498,3992962.6667278763
 07/26  01:00:00,1999242.3967368987,7036265.809644467
 07/26  02:00:00,1706385.2220929759,9299802.841860995
 07/26  03:00:00,1635750.063164222,12055035.355792332
 07/26  04:00:00,1663723.9142298086,13976422.257981783
 07/26  05:00:00,1704615.322007402,15746475.539005734
 07/26  06:00:00,1843325.6843410134,16709376.846255248
 07/26  07:00:00,2143967.0587684605,13745387.768571721
 07/26  08:00:00,2436972.7705272925,6252771.8472254835
 07/26  09:00:00,2160431.99678251,3210066.2559430064
 07/26  10:00:00,1973437.243544093,3035834.4877644815
 07/26  11:00:00,3143690.904936122,2730160.9852861944
 07/26  12:00:00,4985744.250230729,2419309.212806514
 07/26  13:00:00,6855515.551862511,2151455.229192366
 07/26  14:00:00,8294544.868946331,1961214.2623602096
 07/26  15:00:00,7374153.974782748,1815004.802705099
 07/26  16:00:00,1938977.5467743357,1779059.268217024
 07/26  17:00:00,2249205.9498155187,1877817.5943494115
 07/26  18:00:00,2862605.5839956063,2145638.5564678954
 07/26  19:00:00,3157279.5549490843,2518145.2758073476
 07/26  20:00:00,3469808.8724547643,2757495.01611899
 07/26  21:00:00,4115137.3718047943,2748111.4165170453
 07/26  22:00:00,4697374.055971058,2547902.0066647413
 07/26  23:00:00,3919202.5683027897,2228839.156456285
 07/26  24:00:00,2891164.931866838,2479472.9868066297
 07/27  01:00:00,1922950.3603653866,5043735.515583457
 07/27  02:00:00,1648204.5713146066,7780664.33708387
 07/27  03:00:00,1599814.848493748,11116769.822287442
 07/27  04:00:00,1614713.5030574054,12696893.385454508
 07/27  05:00:00,1664702.3545514157,14704324.676864123
 07/27  06:00:00,1798549.7606019373,15539820.515115244
 07/27  07:00:00,2092304.4912709352,12394995.037762249
 07/27  08:00:00,2454863.8323792526,6717114.176962896
 07/27  09:00:00,2160431.99678251,3215259.657337732
 07/27  10:00:00,1973437.243544093,3053140.638670475
 07/27  11:00:00,2004475.457601618,2740557.501560118
 07/27  12:00:00,2814942.044181527,2424295.407977767
 07/27  13:00:00,2764703.5277306354,2149807.405009262
 07/27  14:00:00,2730112.71346134,1959666.9802389783
 07/27  15:00:00,3388037.5910217375,1813636.4000358174
 07/27  16:00:00,1938977.5467743357,1760006.268161069
 07/27  17:00:00,2249205.9498155187,1863078.714353727
 07/27  18:00:00,2862605.5839956063,2150017.6549154464
 07/27  19:00:00,3157279.5549490843,2508648.1376099405
 07/27  20:00:00,3469808.8724547643,2754026.9184073214
 07/27  21:00:00,4115137.3718047943,2746317.5071907975
 07/27  22:00:00,4697374.055971058,2552558.5397868105
 07/27  23:00:00,3919202.5683027897,2232199.649744741
 07/27  24:00:00,2874943.965658873,2055737.5270767799
 07/28  01:00:00,1907447.6890493713,4638409.547985179
 07/28  02:00:00,1626472.6867845072,7212996.136555862
 07/28  03:00:00,1556304.6674847854,9980782.327334672
 07/28  04:00:00,1582057.6034376738,11844284.862899626
 07/28  05:00:00,1608328.8946248726,13232515.533677746
 07/28  06:00:00,1735602.3361371066,13895960.874279765
 07/28  07:00:00,2117516.957303064,13051406.016037935
 07/28  08:00:00,2533524.570323407,8767895.453325309
 07/28  09:00:00,2280109.1904301676,6339081.412769746
 07/28  10:00:00,1973437.243544093,3063145.25614064
 07/28  11:00:00,2004475.457601618,2760337.281067066
 07/28  12:00:00,2067243.178091588,2444509.095183267
 07/28  13:00:00,1998927.983004999,2152895.169578948
 07/28  14:00:00,1955444.8266689088,1961417.2110460794
 07/28  15:00:00,4225171.896615393,1813267.991950399
 07/28  16:00:00,2279583.534555955,1755609.8687548675
 07/28  17:00:00,3308216.7477103686,1854430.254411331
 07/28  18:00:00,2862605.5839956063,2134746.8868870037
 07/28  19:00:00,3157279.5549490843,2509528.2783248127
 07/28  20:00:00,3469808.8724547643,2761387.2270910605
 07/28  21:00:00,4115137.3718047943,2760029.3069079323
 07/28  22:00:00,4794574.6657203585,5107431.7986116
 07/28  23:00:00,4163891.588072833,8631461.191180669
 07/28  24:00:00,3178827.2606968144,9989161.326076651
 07/29  01:00:00,2236753.6128826146,12545718.703144416
 07/29  02:00:00,1922827.7331958949,14534941.147841424
 07/29  03:00:00,1744589.1536373403,14621602.409025745
 07/29  04:00:00,1721847.0023170756,15345902.310618425
 07/29  05:00:00,1766268.2690900476,17074333.06149049
 07/29  06:00:00,1929211.7200249988,18508761.650639914
 07/29  07:00:00,2285439.296587142,16311471.267587485
 07/29  08:00:00,2650050.0636826144,9570145.39658384
 07/29  09:00:00,2304031.568149788,3571580.8228122806
 07/29  10:00:00,2152415.466669644,3044494.490484219
 07/29  11:00:00,2205106.939276496,2732003.797291299
 07/29  12:00:00,3988557.1377122984,2413874.5369337923
 07/29  13:00:00,5844033.880886977,2146403.1824651593
 07/29  14:00:00,7559317.640245099,1956815.0915126076
 07/29  15:00:00,8788928.04380338,1811094.2006935803
 07/29  16:00:00,9413902.36272643,1754427.019092905
 07/29  17:00:00,9311477.923537256,1853160.3598000475
 07/29  18:00:00,8424248.999654714,2127566.8747814847
 07/29  19:00:00,6806755.958572436,2489029.2585747656
 07/29  20:00:00,5666998.61762825,2721751.830567622
 07/29  21:00:00,5304960.481660672,2708539.8998559173
 07/29  22:00:00,5116516.433165136,2509746.873857125
 07/29  23:00:00,4031292.144249822,2192728.8122946536
 07/29  24:00:00,2928437.5547434827,1800436.765779479
 07/30  01:00:00,1808989.773168012,1358169.5179240454
 07/30  02:00:00,1456388.4897851779,2356483.4272023593
 07/30  03:00:00,1383781.053739117,5202888.976776867
 07/30  04:00:00,1455288.2779935137,8387608.505202381
 07/30  05:00:00,1568729.6150980932,11917632.100420266
 07/30  06:00:00,1762065.1913284103,14145006.25791735
 07/30  07:00:00,2129450.2382504405,12238054.44681946
 07/30  08:00:00,2516638.695285392,6085352.361533626
 07/30  09:00:00,2290273.1890875567,3199465.308388364
 07/30  10:00:00,2152415.466669644,3025991.258311821
 07/30  11:00:00,2976420.2650805595,2720993.329872145
 07/30  12:00:00,5276080.500833014,2411640.15488065
 07/30  13:00:00,7687461.905796509,2144878.6600573384
 07/30  14:00:00,9470173.724574683,1955482.8112052113
 07/30  15:00:00,8875859.446508158,1809925.221226422
 07/30  16:00:00,7667200.3142791875,1753313.7153484167
 07/30  17:00:00,7050449.862962386,1851960.6129639642
 07/30  18:00:00,6490556.45740981,2126116.581665317
 07/30  19:00:00,5566735.111482462,2487239.856775392
 07/30  20:00:00,4556266.883648221,2719738.3729902464
 07/30  21:00:00,4550269.579528068,2706545.562398712
 07/30  22:00:00,4837784.439688543,2513960.5009349147
 07/30  23:00:00,4031292.144249822,2197942.332408343
 07/30  24:00:00,2928437.5547434827,1806571.630978861
 07/31  01:00:00,1810680.066323149,2104724.1037708987
 07/31  02:00:00,1458180.8415637454,2818717.8148352318
 07/31  03:00:00,1376500.6514526037,5286671.6179130655
 07/31  04:00:00,1391877.896868313,6879449.832368216
 07/31  05:00:00,1368245.9289094366,6964792.319185118
 07/31  06:00:00,1447808.782703988,6381621.851812309
 07/31  07:00:00,1715069.2911117072,2541449.952994289
 07/31  08:00:00,2313272.0903341006,2991529.489230048
 07/31  09:00:00,2160431.99678251,3159748.9646413014
 07/31  10:00:00,3498221.051308242,3003168.895802145
 07/31  11:00:00,6009108.178691037,2717485.4539522803
 07/31  12:00:00,7426378.153312758,2409893.1176962205
 07/31  13:00:00,8699273.68335283,2143453.927004237
 07/31  14:00:00,10221008.992150193,1954242.0104706273
 07/31  15:00:00,1931637.4303429597,1813417.2707439126
 07/31  16:00:00,7067628.42258,1752610.8149229523
 07/31  17:00:00,7788128.439416194,1850836.8579575862
 07/31  18:00:00,9282156.457859894,2124754.435360636
 07/31  19:00:00,7848985.7940969,2485554.751920976
 07/31  20:00:00,4101887.164926823,2717843.469473025
 07/31  21:00:00,4115137.3718047943,2713342.5574024445
 07/31  22:00:00,4697374.055971058,2523151.5862940657
 07/31  23:00:00,3919202.5683027897,2205022.6335331057
 07/31  24:00:00,2866536.71581921,1806050.1781331913
 08/01  01:00:00,1782628.3190053576,1344001.7259844474
 08/01  02:00:00,1390353.0052762702,1028645.8759391594
 08/01  03:00:00,1208262.5991427521,882018.8757694474
 08/01  04:00:00,1161094.519707631,852858.1925910332
 08/01  05:00:00,1137032.326166411,936644.7875743674
 08/01  06:00:00,1258471.3967720107,1344548.0673646224
 08/01  07:00:00,1760982.2992083014,2264573.148335952
 08/01  08:00:00,2476631.7460622,2994329.925985384
 08/01  09:00:00,2306094.8900462002,3170767.289488521
 08/01  10:00:00,2023727.938730047,3000004.454734117
 08/01  11:00:00,3426062.8599564736,2710276.473955269
 08/01  12:00:00,5266183.784615596,2403421.5617451207
 08/01  13:00:00,7455681.353672089,2137990.361524891
 08/01  14:00:00,9182100.407188417,1949546.4221259428
 08/01  15:00:00,10294943.673938373,1804681.8864960137
 08/01  16:00:00,5672656.91651709,1748289.3720195377
 08/01  17:00:00,7603633.404129537,1846456.7937768826
 08/01  18:00:00,5620497.55269834,2119331.794019078
 08/01  19:00:00,4952418.136060033,2478795.531388763
 08/01  20:00:00,4374367.18521169,2710235.048880765
 08/01  21:00:00,4537295.639415707,2706502.7694953433
 08/01  22:00:00,4905212.841382712,2514081.5998460487
 08/01  23:00:00,3919202.5683027897,2202916.7358036977
 08/01  24:00:00,2866536.71581921,1807953.3404945517
 08/02  01:00:00,1782628.3190053576,1370854.741100353
 08/02  02:00:00,1390353.0052762702,1051398.7188015373
 08/02  03:00:00,1208262.5991427521,909237.1891640751
 08/02  04:00:00,1161094.519707631,869911.8666099189
 08/02  05:00:00,1137032.326166411,948825.8175096147
 08/02  06:00:00,1258471.3967720107,1361390.1942024156
 08/02  07:00:00,1760982.2992083014,2272697.8177912324
 08/02  08:00:00,2476631.7460622,2988400.57087933
 08/02  09:00:00,2306094.8900462002,3156201.1416950137
 08/02  10:00:00,3105582.580123156,2993118.903659966
 08/02  11:00:00,5075029.336359676,2708102.789490058
 08/02  12:00:00,7794944.974168158,2401978.016090095
 08/02  13:00:00,8566755.447222006,2136757.560620511
 08/02  14:00:00,7627136.749473357,1948474.9128402146
 08/02  15:00:00,8147740.330988768,1803738.8295505424
 08/02  16:00:00,6540746.364677059,1747388.7565618781
 08/02  17:00:00,5674270.776371826,1845465.4359635503
 08/02  18:00:00,6073811.395268253,2118150.4821960703
 08/02  19:00:00,3314601.6671143025,2481295.831861499
 08/02  20:00:00,5245208.788996918,2709045.1021757317
 08/02  21:00:00,5114546.269477342,2695461.4814499808
 08/02  22:00:00,4905212.841382712,2528568.731002997
 08/02  23:00:00,3919202.5683027897,2207082.907971909
 08/02  24:00:00,2866536.71581921,1804192.1323245242
 08/03  01:00:00,1782628.3190053576,1360167.8588035468
 08/03  02:00:00,1390353.0052762702,1038239.2140737186
 08/03  03:00:00,1208262.5991427521,894465.4173415898
 08/03  04:00:00,1161094.519707631,863636.7929054898
 08/03  05:00:00,1137032.326166411,949477.3531886914
 08/03  06:00:00,1258471.3967720107,1362181.700486526
 08/03  07:00:00,1760982.2992083014,2272794.0319586773
 08/03  08:00:00,2476631.7460622,2992947.3332267106
 08/03  09:00:00,2306094.8900462002,3161759.3747141203
 08/03  10:00:00,2563910.689212032,2992615.1314890143
 08/03  11:00:00,5022449.776691333,2706606.087497943
 08/03  12:00:00,7478307.009003674,2400624.483964165
 08/03  13:00:00,9935912.81333662,2135604.634140791
 08/03  14:00:00,11422280.742157472,1947463.2236659536
 08/03  15:00:00,12995026.732601007,1802821.4177682924
 08/03  16:00:00,14138765.51240679,1746524.5676561412
 08/03  17:00:00,14822044.882905973,1844541.7969920295
 08/03  18:00:00,14466903.712153796,2117035.193909035
 08/03  19:00:00,12226732.734001437,2475963.6485688337
 08/03  20:00:00,10415906.358000457,2707055.9312809766
 08/03  21:00:00,8467397.633450625,2693943.930844609
 08/03  22:00:00,7127292.964997848,2496536.576414017
 08/03  23:00:00,3919202.5683027897,2175306.372245643
 08/03  24:00:00,2866536.71581921,1792067.7287028288
 08/04  01:00:00,1782628.3190053576,1342931.027909987
 08/04  02:00:00,1390353.0052762702,1017300.9334189737
 08/04  03:00:00,1208262.5991427521,872901.4316468458
 08/04  04:00:00,1161094.519707631,838082.531012929
 08/04  05:00:00,1137032.326166411,914420.3217243392
 08/04  06:00:00,1258471.3967720107,1318279.9227103947
 08/04  07:00:00,1760982.2992083014,2231110.2399534783
 08/04  08:00:00,2476631.7460622,2950548.2064557867
 08/04  09:00:00,3409397.587239867,3132708.3863626886
 08/04  10:00:00,4362130.286555044,2988326.9185394202
 08/04  11:00:00,7280621.014732763,2705035.228944885
 08/04  12:00:00,9839238.876183657,2399378.6121300785
 08/04  13:00:00,11490790.801874137,2134548.148026711
 08/04  14:00:00,12055747.603941405,1946545.8417823305
 08/04  15:00:00,12633705.434872318,1802020.7633456236
 08/04  16:00:00,13496373.903954914,1745761.5405340728
 08/04  17:00:00,12779211.632244524,1843713.3654679456
 08/04  18:00:00,12480891.467458965,2116029.4670756804
 08/04  19:00:00,10700022.253969932,2474715.6516564963
 08/04  20:00:00,9173645.311349371,2705648.8123425334
 08/04  21:00:00,8432073.800605102,2692549.9841322973
 08/04  22:00:00,6505973.3327397145,2495279.233023137
 08/04  23:00:00,4989130.943205797,2171028.257194302
 08/04  24:00:00,2866536.71581921,1767852.9950055066
 08/05  01:00:00,2232032.62431972,1314064.4666754324
 08/05  02:00:00,1406198.122536371,989692.475047481
 08/05  03:00:00,1218754.4537484928,844050.6967492526
 08/05  04:00:00,1166734.4824633256,816378.7372032613
 08/05  05:00:00,1147786.3985766731,893990.0013489436
 08/05  06:00:00,1275343.7379375524,1304771.2614145633
 08/05  07:00:00,1803952.459239892,2214314.158506156
 08/05  08:00:00,3102256.5478205453,2938337.309997082
 08/05  09:00:00,4719922.450321585,3131088.3664479223
 08/05  10:00:00,6480682.04729126,2986820.3011485264
 08/05  11:00:00,9372413.017670741,2703708.4129137606
 08/05  12:00:00,11183444.76473088,2398237.181162777
 08/05  13:00:00,12960800.556589542,2133570.979158114
 08/05  14:00:00,14134022.75289083,1945689.0754210376
 08/05  15:00:00,14601076.51141297,1801258.3855943012
 08/05  16:00:00,15889595.359069066,1745040.0021621215
 08/05  17:00:00,15936211.22501759,1842941.9706167188
 08/05  18:00:00,13358248.618301924,2115105.812071531
 08/05  19:00:00,10770202.229541535,2473572.9963138234
 08/05  20:00:00,8887229.123550184,2704360.978840355
 08/05  21:00:00,8201484.535433229,2691273.8745939005
 08/05  22:00:00,7626752.626474297,2494128.2354725134
 08/05  23:00:00,5841822.643520119,2170075.3180818013
 08/05  24:00:00,3991080.878869995,1766888.907301185
 08/06  01:00:00,2416063.256540858,1313594.192733943
 08/06  02:00:00,1612655.8501914064,986310.231977804
 08/06  03:00:00,1218754.4537484928,834127.5490839592
 08/06  04:00:00,1166734.4824633256,801541.4735366217
 08/06  05:00:00,1147786.3985766731,877802.356609775
 08/06  06:00:00,1275343.7379375524,1287847.4975986395
 08/06  07:00:00,1803952.459239892,2208767.104476037
 08/06  08:00:00,2882855.4689091733,2936931.0796005717
 08/06  09:00:00,4331400.371063033,3129651.71569966
 08/06  10:00:00,5784771.360950073,2985448.8643320673
 08/06  11:00:00,8647915.428733977,2702502.5451945327
 08/06  12:00:00,10635699.708849737,2397217.8472375046
 08/06  13:00:00,12581970.887465712,2132704.5445533074
 08/06  14:00:00,11264833.788241418,1944937.206252139
 08/06  15:00:00,9423206.264246808,1800599.3430326486
 08/06  16:00:00,7513315.665230035,1744408.1680277972
 08/06  17:00:00,6154970.014723029,1842255.684731315
 08/06  18:00:00,5488659.919235747,2114269.8590684407
 08/06  19:00:00,5603280.118361957,2472543.2711495277
 08/06  20:00:00,5177048.567684689,2703196.5816162704
 08/06  21:00:00,5416472.648821372,2690120.875928131
 08/06  22:00:00,5146682.029723248,2493079.554255024
 08/06  23:00:00,4031292.144249822,2177779.9136001957
 08/06  24:00:00,2928437.5547434827,1783622.2359470492
 08/07  01:00:00,1782628.3190053576,1354280.5822947165
 08/07  02:00:00,1390353.0052762702,1024961.7445769011
 08/07  03:00:00,1208262.5991427521,884877.0093196236
 08/07  04:00:00,1161094.519707631,854026.9943138817
 08/07  05:00:00,1137032.326166411,938049.3996494638
 08/07  06:00:00,1258471.3967720107,1349260.4479335495
 08/07  07:00:00,1760982.2992083014,2265455.070075041
 08/07  08:00:00,2476631.7460622,2982876.9391718307
 08/07  09:00:00,2306094.8900462002,3147772.1092824223
 08/07  10:00:00,3277640.106004873,2985416.1364622656
 08/07  11:00:00,5931469.568665404,2701448.7152020335
 08/07  12:00:00,8813863.201290352,2396313.7623234005
 08/07  13:00:00,10542986.889501896,2131940.324662255
 08/07  14:00:00,11546412.483692111,1944259.1438002465
 08/07  15:00:00,12501902.193568258,1799986.6676630427
 08/07  16:00:00,13122462.02952036,1743821.8369260875
 08/07  17:00:00,13033775.90722997,1841626.382233581
 08/07  18:00:00,12696289.204414634,2113510.5189593453
 08/07  19:00:00,11133637.171376416,2471601.0464987024
 08/07  20:00:00,9198764.374878926,2702144.0010138946
 08/07  21:00:00,5865784.045143012,2689076.0302790776
 08/07  22:00:00,4905212.841382712,2497782.9111804795
 08/07  23:00:00,3919202.5683027897,2183152.4054060383
 08/07  24:00:00,2866536.71581921,1791054.6338358517
 08/08  01:00:00,1782628.3190053576,1345666.160552903
 08/08  02:00:00,1390353.0052762702,1029605.7378919066
 08/08  03:00:00,1208262.5991427521,881468.3913996601
 08/08  04:00:00,1161094.519707631,850568.8022377798
 08/08  05:00:00,1137032.326166411,937396.3920645183
 08/08  06:00:00,1258471.3967720107,1345080.819713697
 08/08  07:00:00,1760982.2992083014,2253538.3683535988
 08/08  08:00:00,2476631.7460622,2969554.6346161044
 08/08  09:00:00,2306094.8900462002,3134778.381235802
 08/08  10:00:00,3915258.6964652613,2983548.704266407
 08/08  11:00:00,6335079.744967125,2700463.459668398
 08/08  12:00:00,8624571.690060435,2395485.357534427
 08/08  13:00:00,10601894.529160319,2131224.289548846
 08/08  14:00:00,12251134.757979935,1943642.5438992027
 08/08  15:00:00,12225077.700733354,1799442.100840293
 08/08  16:00:00,11457471.635882575,1743312.447405075
 08/08  17:00:00,9441767.210355809,1841078.2357424109
 08/08  18:00:00,8818126.67672141,2112848.547631808
 08/08  19:00:00,3314601.6671143025,2474418.275802941
 08/08  20:00:00,3770317.8970111855,2725968.023510534
 08/08  21:00:00,4537295.639415707,2707428.163308748
 08/08  22:00:00,4905212.841382712,2511899.274712786
 08/08  23:00:00,3919202.5683027897,2209170.0665885285
 08/08  24:00:00,2866536.71581921,1801002.3173022321
 08/09  01:00:00,1782628.3190053576,1365914.7972809898
 08/09  02:00:00,1390353.0052762702,1037805.615623839
 08/09  03:00:00,1208262.5991427521,886774.1323874725
 08/09  04:00:00,1161094.519707631,856727.0188992494
 08/09  05:00:00,1137032.326166411,936118.0925648946
 08/09  06:00:00,1258471.3967720107,1343840.9933274304
 08/09  07:00:00,1760982.2992083014,2271669.4556875294
 08/09  08:00:00,2476631.7460622,3014291.3215169553
 08/09  09:00:00,2306094.8900462002,3215283.301145195
 08/09  10:00:00,2023727.938730047,3075182.5128395245
 08/09  11:00:00,2036131.9291747736,2799710.688753795
 08/09  12:00:00,2098148.00247573,2498732.422866813
 08/09  13:00:00,2029826.6717911486,2236871.5162752606
 08/09  14:00:00,1986357.3233818125,2046211.337864817
 08/09  15:00:00,1962728.6128446525,1891412.022034033
 08/09  16:00:00,1971538.892533617,1820950.3545615324
 08/09  17:00:00,2290009.256441514,1903875.0920373697
 08/09  18:00:00,2935382.991325115,2169615.4983887426
 08/09  19:00:00,3314601.6671143025,2525901.9924172643
 08/09  20:00:00,3770317.8970111855,2762837.637042403
 08/09  21:00:00,4537295.639415707,2761924.0360758877
 08/09  22:00:00,4905212.841382712,2575359.5921535552
 08/09  23:00:00,3919202.5683027897,2268456.331653572
 08/09  24:00:00,2866536.71581921,1871672.3979097204
 08/10  01:00:00,1782628.3190053576,1430368.1619330535
 08/10  02:00:00,1390353.0052762702,1103850.9666357206
 08/10  03:00:00,1208262.5991427521,957824.9337124946
 08/10  04:00:00,1161094.519707631,926507.5728841135
 08/10  05:00:00,1137032.326166411,1005881.3430776079
 08/10  06:00:00,1258471.3967720107,1409518.323768152
 08/10  07:00:00,1760982.2992083014,2333665.033018716
 08/10  08:00:00,2476631.7460622,3063090.6395336795
 08/10  09:00:00,2306094.8900462002,3236803.6049253424
 08/10  10:00:00,2023727.938730047,3068803.8914273987
 08/10  11:00:00,2036131.9291747736,2761657.222463964
 08/10  12:00:00,2098148.00247573,2429298.434263584
 08/10  13:00:00,2029826.6717911486,2151685.5819960167
 08/10  14:00:00,1986357.3233818125,1960932.214965409
 08/10  15:00:00,2653653.619074802,1800725.6044184023
 08/10  16:00:00,1971538.892533617,1743564.3341505656
